O.S;Status;Cod Classe;Classe;Cod Motivo;Motivo;Cod Oficina;OF;Oficina;Equipamento;Frota;Modelo;Cod Modelo;Cod Categ;Categoria Operacional;Cod Prestador;Prestador;Entrada;Saída Prevista;Saída;H;Descrição da ordem;Unidade;CC;Descrição CC;Operação;Qtd Dias aberto;Status Frotas
151907773;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;106707;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_P_0,30_1 - Inspeção realizada nas rodas - Instalar indicador de porca de roda 8142819_24
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907775;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;102780;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 06:01;0;0;"A_VZ_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção L/D está vazando pelo reparo. 3011351_1
";Barra;3344;VINHAÇA LOCALIZADA;Produção;210;DISPONIVEL
151907778;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;103324;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_P_0,30_1 - Inspeção realizada nas rodas - Instalar indicador de porca de roda 8142819_24
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907779;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;103327;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_P_0,30_1 - Inspeção realizada nas rodas - Instalar indicador de aperto porca de roda 6052955_24
";Barra;3341;IRRIGAÇÃO;Produção;210;DISPONIVEL
151907780;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;103991;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_P_0,30_1 - Inspeção realizada nas rodas - Instalar indicador de aperto porca de roda 6052955_24
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907781;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;103992;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_P_0,30_1 - Inspeção realizada nas rodas - Instalar indicador de aperto porca de roda 6052955_24   Material disponível na sala de Aprovisionamento
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907782;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;103993;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_P_0,30_1 - Inspeção realizada nas rodas - Instalar indicador de aperto porca de roda 6052955_24
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907783;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;103994;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_P_0,30_1 - Inspeção realizada nas rodas - Instalar indicador de aperto porca de roda 6052955_24
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907785;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;103997;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_P_0,30_1 - Inspeção realizada nas rodas - Instalar indicador de porca de roda 6052955_24   Material disponível na sala de Aprovisionamento
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907830;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;102780;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 06:01;0;0;"A_SS_P_MEC_2,00_1 - Inspeção realizada no sistema direção - Trocar terminal da barra de direção L/D e L/E, esta com folga 8150480_02 8150490_04 8177726_02
";Barra;3344;VINHAÇA LOCALIZADA;Produção;210;DISPONIVEL
151907833;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;7011578;John Deere 7225 J 4x4;949;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_OT_P_MEC_1,00_1 - Inspeção realizada nas rodas - Trocar parafuso da roda dianteira L/E, esta com outro modelo de parafuso de dureza menor 8117680_03 8066639_03
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;210;DISPONIVEL
151907891;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;7011578;John Deere 7225 J 4x4;949;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_VZ_P_MEC_2,00_1 - Inspeção realizada no sistema hidraulico - Trocar cilindro hidraulico traseiro do levante L/D, o reparo esta ruim 3007258_01
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;210;DISPONIVEL
151909155;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102770;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;22/07/2024;22/07/2024 17:00;0;0;"A_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar tensor central ( terceiro ponto ), o atual esta com varios pontos de solda 8143774_01 ENTREGAR PARA GOM DA FRENTE 
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;207;DISPONIVEL
151909463;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;106713;Car.Abrigo Operad.Ecoagro;1092;54;Carreta Abrigo;0;0;22/07/2024;22/07/2024 06:01;0;0;"A_SS_P_2,00_2 - Inspeção realizada no cabeçalho, trocar ponteira giratória, está com ponteira de fabricação CANAPARTS com desgaste acima do recomendado JOST (52mm) inconformidade com o PR.B.10 POP 0039 . 8058769_1; 8035051_1; 6005007_1; 8009900_1; 8058850_1
";Diamante;3343;TRANSPORTE DE VINHAÇA;Produção;207;DISPONIVEL
151909484;Liberado para Programação;5;Preventiva Condicional;36;SENSITIVA CAMPO;11002;OFICINA CAMPO;Campo;Equipamento;100724;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;22/07/2024;22/08/2024 17:30;0;0;"Número da Amostra: 2400120028 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 735 Sistema De Lubrificação
Avaliação:  A amostra analisada apresentou variação da carga aditiva e baixa viscosidade do óleo. O resultado indica possível contaminação por outro tipo de óleo, erro de aplicação ou erro de identificação do lubrificante.
Ações de inspeção:  É recomendado verificar o tipo de óleo informado com o utilizado e se ocorreu adição de lubrificante de diferente especificação ou possíveis pontos de contaminação por óleo de menor viscosidade. Trocar o óleo e enviar nova amostra com 125 horas. (TRATOR NÃO ANDA - REGULARIZAÇÃO DA OS 151898404)
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;206;DISPONIVEL
151909485;Liberado para Programação;5;Preventiva Condicional;36;SENSITIVA CAMPO;11002;OFICINA CAMPO;Campo;Equipamento;100724;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;22/07/2024;22/08/2024 17:30;0;0;"Número da Amostra: 2400119981 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 771 Eixo diferencial dianteir
Avaliação: Encontrado alta concentração de Cobre, Estanho e Partículas Metálicas Pequenas. O resultado indica desgaste do compartimento.
Ações de inspeção:  É recomendado verificar o nível de óleo e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com 125 horas. (TRATOR NÃO ANDA - REGULARIZAÇÃO DA OS 151898406)
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;206;DISPONIVEL
151909894;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102770;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;23/07/2024;23/07/2024 17:00;0;0;"M_OT_P_MEC_2,00_2 - Inspeção realizada no sistema hidraulico - Trocar bucha do braço hidraulico ( eixo oscilante ) , esta com folga 8180036_02 8073788_02 8184896_02 
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;206;DISPONIVEL
151909895;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102770;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;23/07/2024;23/07/2024 17:00;0;0;"A_VZ_P_MEC_2,00_2 - Inspeção realizada no sistema hidraulico - Trocar mangueira superior e inferior da valvula de direção do T do lado esquerdo da valvula 8146483_01 8146485_01 8001871_02
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;206;DISPONIVEL
151909896;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102770;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;23/07/2024;23/07/2024 17:00;0;0;"A_VZ_P_MEC_2,00_2 - Inspeção realizada no sistema hidraulico - Trocar mangueira da valvula de direção, de fornecimento de oleo para valvula e de retorno e esta mangueira vai atras da valvula de direção na frente do parabrisa do trator 8146484_01 8146723_01 8059907_02 
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;206;DISPONIVEL
151909947;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;70030;Car.Abrigo Operad.Ecoagro;1092;54;Carreta Abrigo;0;0;23/07/2024;23/07/2024 06:01;0;0;"A_SS_S_1,00_1 - Inspeção realizada no cabeçalho, trocar alojamento da ponteira giratória, está com folga. NECESSÁRIO RECOLHER O IMPLEMENTO PARA REALIZAR A TROCA DO ALOJAMENTO. É NECESSARIO REMOVER COM MAÇARICO E USINAR NOVO ALOJAMENTO PARA SOLDAR AO CABEÇALHO   PLANEJAMENTO, DIRECIONAR A TRATATIVA JUNTO A PROXIMA PREVENTIVA PROGRAMADA OU LP, O QUE ESTIVER MAIS PROXIMO
";Diamante;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;206;DISPONIVEL
151910232;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;102826;Case Maxxum 180 4x4;755;3;Trator de Pneu;0;0;24/07/2024;24/07/2024 06:01;0;0;"A_OT_P_1,00_1 - Inspeção realizada na cabine, trocar vedação da porta e janela da cabine, está rasgada. 8007955_1; 8025048_1
";Diamante;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;205;DISPONIVEL
151910610;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102756;John Deere 8345R 4X4;1397;3;Trator de Pneu;0;0;24/07/2024;24/07/2024 17:00;0;0;"M_TR_P_MEC_0,10_1 - Inspeção realizada na transmissao - Trocar bujao do dreno do filtro de oleo da transmissao, esta adaptado com parafuso no local  8190003_01
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;205;DISPONIVEL
151910611;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102756;John Deere 8345R 4X4;1397;3;Trator de Pneu;0;0;24/07/2024;24/07/2024 17:00;0;1303,87;"A_VZ_P_MEC_0,30_1 - Inspeção realizada no sistema hidraulico - Instalar mangueira da VCR de coleta de oleo, esta sem a mangueira e caindo oleo no solo 8150018_01 8109908_01 
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;205;DISPONIVEL
151910738;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;100786;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;24/07/2024;24/07/2024 07:00;0;55,79;"A_OT_P_3,00_2,00 - Inspeção realizado no sistema da cabine. Coxim dianteiro da cabine está danificado. Trocar coxim dianteiro da cabine. 8134844_2.     ( Nessecita afastar o tanque de combustivel para realizar a manutenção, o nessecario é levar o suporte com o coxim novo ou recolher o equipamento ).
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;205;DISPONIVEL
151911269;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;49630;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;25/07/2024;25/07/2024 17:00;0;0;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira 8189971_01
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;204;DISPONIVEL
151911930;Andamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;30701;M.B Axor 3131 8x4 Vinhaça;1434;1;Caminhão;0;0;26/07/2024;26/07/2024 06:01;0;0;"A_MT_P_2,00_2 - Inspeção realizada no motor diesel, trocar mangueira do intercooler, está com atrito a helice do arrefecimento, necessario alinhar tubulação para evitar o atrito   RISCO DE CONTAMINAÇÃO DO MOTOR DIESEL POR SILICA 8190068_1  
MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  - MATERIAL RETIRADO PELO THIAGO BURALLI.
";Diamante;3344;VINHAÇA LOCALIZADA;Produção;203;DISPONIVEL
151913089;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106721;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;29/07/2024;29/07/2024 06:01;0;0;"A_SS_P_1,00_1 Inspeção realizada nas rodas, colocar marcador de parafusos de roda , está faltando 8188741_20  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO   RETIRADO  WENDER  
";Diamante;3315;BAZUKA E ÁREA VIVÊNCIA PM;Produção;200;DISPONIVEL
151914444;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;139296;M.Benz Onibus OF1318;446;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_OT_S_2,00_2 - Inspeção relizada na cabine - Confeccionar capa para o assento do motorista, esta rasgado o banco NECESSARIO SOLICITAR ORÇAMENTO NO TAPECEIRO 
";Barra;3420;CORTE MECÂNICO PRÓPRIO;Ccta;200;DISPONIVEL
151914454;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;139296;M.Benz Onibus OF1318;446;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_VZ_S_8,00_2 - Inspeção realizada na estrutura - Revisar teto do onibus, esta entrando agua e estragando o forro interno do teto NECESSARIO LINHA DE VIDA E RECOLHER O EQUIPAMENTO
";Barra;3420;CORTE MECÂNICO PRÓPRIO;Ccta;200;DISPONIVEL
151914457;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;139296;M.Benz Onibus OF1318;446;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_SS_S_2,00_2 - Inspeção realizada na cabine - Confeccionar vidro L/E do motorista, esta sem o vidro NECESSARIO ORÇAMENTO DE TERCEIRO PARA FAZER NOVO VIDRO 
";Barra;3420;CORTE MECÂNICO PRÓPRIO;Ccta;200;DISPONIVEL
151914460;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;139296;M.Benz Onibus OF1318;446;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_VZ_S_2,00_2 - Inspeção realizada no sistema alimentação - Retirar vazamento de diesel na tubulação do retorno, esta com pequeno vazamento na tubulação atras do tanque diesel 
";Barra;3420;CORTE MECÂNICO PRÓPRIO;Ccta;200;DISPONIVEL
151914462;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;139296;M.Benz Onibus OF1318;446;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_VZ_S_2,00_2 - Inspeção realizada no cambio - Retirar vazamento de oleo na tubulação da embreagem, esta com pequeno vazamento e precisa ficar repondo oleo  
";Barra;3420;CORTE MECÂNICO PRÓPRIO;Ccta;200;DISPONIVEL
151914468;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;139296;M.Benz Onibus OF1318;446;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_MT_P_0,30_1 - Inspeção realizada no motor diesel - trocar filtro de ar externo 8018078_01
";Barra;3420;CORTE MECÂNICO PRÓPRIO;Ccta;200;DISPONIVEL
151914479;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;97481;M.Benz Onibus OF1315;421;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_MT_P_0,30_1 - Inspeção realizada no motor diesel - trocar filtro de ar externo 8018078_01
";Barra;3315;BAZUKA E ÁREA VIVÊNCIA PM;Produção;200;DISPONIVEL
151914491;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;139296;M.Benz Onibus OF1318;446;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_MT_S_2,00_2 - Inspeção realizada no sistema arrefecimento - Trocar a agua do sistema de arrefecimento por aditivada, esta com agua pura e sem aditivo NECESSARIO REALIZAR NA CENTRAL DE LUBRIFICAÇÃO
";Barra;3420;CORTE MECÂNICO PRÓPRIO;Ccta;200;DISPONIVEL
151914496;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;97481;M.Benz Onibus OF1315;421;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_MT_S_2,00_2 - Inspeção realizada no sistema arrefecimento - Trocar a agua do sistema de arrefecimento por aditivada, esta com agua pura e sem aditivo NECESSARIO REALIZAR NA CENTRAL DE LUBRIFICAÇÃO

";Barra;3315;BAZUKA E ÁREA VIVÊNCIA PM;Produção;200;DISPONIVEL
151914499;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;97481;M.Benz Onibus OF1315;421;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_MT_S_2,00_2 - Inspeção realizada no sistema admissao de ar - Trocar mangueira da saida da turbina e da entrada no radiador de ar L/E do motor, esta ragasda e entrando terra e com a abraçadeira solta NECESSARIO REALIZAR NA OFICINA FIXA 
";Barra;3315;BAZUKA E ÁREA VIVÊNCIA PM;Produção;200;DISPONIVEL
151914501;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;97481;M.Benz Onibus OF1315;421;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_OT_S_2,00_2 - Inspeção realizada no sistema direção - Trocar bucha da barra estabilizadora dianteira, esta com as buchas gastas NECESSARIO REALIZAR NA OFICINA FIXA
";Barra;3315;BAZUKA E ÁREA VIVÊNCIA PM;Produção;200;DISPONIVEL
151914505;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;97481;M.Benz Onibus OF1315;421;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_OT_S_1,00_1 - Inspeção realizada no eixo traseiro - Instalar espelho de roda traseira L/D, esta sem o espelho
";Barra;3315;BAZUKA E ÁREA VIVÊNCIA PM;Produção;200;DISPONIVEL
151914506;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;97481;M.Benz Onibus OF1315;421;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_MT_S_0,30_1 - Inspeção realizada no sistema de alimentação - Instalar tampa do tanque diesel, esta sem a tampa 
";Barra;3315;BAZUKA E ÁREA VIVÊNCIA PM;Produção;200;DISPONIVEL
151914508;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;97481;M.Benz Onibus OF1315;421;24;Onibus;0;0;29/07/2024;29/07/2024 17:00;0;0;"A_OT_P_0,30_1 - Inspeção realizada no sistema de direção - Instalar vareta de nivel de oleo do reservatório de oleo da direção, esta sem 8038347_01
";Barra;3315;BAZUKA E ÁREA VIVÊNCIA PM;Produção;200;DISPONIVEL
151914458;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;11802265;Case Puma 215 4x4 ;1274;3;Trator de Pneu;0;0;29/07/2024;29/07/2024 07:00;0;0;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema capô. Colocar cinta de segurança do capô. Esta faltando.       8137607_1
 
";Diamante;3318;TRATOR REBOQUE MUDA PICAD;Produção;200;DISPONIVEL
151915008;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;96382;M.Benz Atego 2730K 6x4;1310;1;Caminhão;0;0;30/07/2024;30/07/2024 11:30;0;0;"A_OT_P_1,00_01 - Inspeção realizada sistema de cabine. Trocar cabos de regulagem do Banco. 01_8151889, 01_8151894
";Barra;3324;TRANSP AGRIC TANQUE;Apoio;199;DISPONIVEL
151915162;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71029;Car.Abrigo Operad.Reptec;1213;54;Carreta Abrigo;0;0;31/07/2024;31/07/2024 06:01;0;0;"A_SS_P_2,00_2 - Inspeção realizada no cabeçalho, trocar ponteira giratória, está com ponteira de fabricação CANAPARTS com desgaste acima do recomendado JOST (52mm) inconformidade com o PR.B.10 POP 0039 . 8058769_1; 8035051_1; 6005007_1; 8009900_1; 8058850_1
";Diamante;3328;IMPLEMENTOS PREPARO SOLO;Produção;198;DISPONIVEL
151915687;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106656;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;31/07/2024;31/07/2024 06:01;0;0;"A_MT_P_2,00_2 - Inspeção realizada no motor diesel, trocar colete e helice do arrefecimento do motor, estão quebrado 8120501_1; 8120627_1
";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;198;DISPONIVEL
151915688;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106656;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;31/07/2024;31/07/2024 06:01;0;0;"B_MT_P_ 12,00_2 - Inspeção realizada no motor diesel, trocar junta da tampa de distribuição do motor, está com vazamento de oleo de carter na parte frontal do motor NECESSARIO RECOLHER O EQUIPAMENTO DEVIDO A COMPLEXIDADE DO TRABALHO.8062004_1; 8174401_1; 8102631_1; 8003351_1; 6031339_1; 8064235_1
";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;198;DISPONIVEL
151915690;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71032;Car.Abrigo Operad.Ecoagro;1092;54;Carreta Abrigo;0;0;31/07/2024;31/07/2024 06:01;0;0;"A_SS_P_1,00_1 Inspeção realizada nas rodas, colocar marcador de parafusos de roda , está faltando 8188741_8   MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  RETIRADO WENDER

";Diamante;3328;IMPLEMENTOS PREPARO SOLO;Produção;198;DISPONIVEL
