O.S;Status;Classe;Frota;Unidade;Centro;Modelo;Entrada;Descrição da O.S;Cód 1;Cód 2;Cód 3;Priorização;Operação;Cód 4;Material/Laudo/Serviço;Semana;DF;Frente;Observação;Ver e Agir ;Engenharia;Aprovisionamento;Execução;Gestão
165529575;Aprovisionamento;Preventiva Condicional;98293;BARRA;3460;MB Axor3131 8x4 Trans.CCT;02/08/2025;"A_MMT_P_MEC_1_1,00 - Inspeção realizada no motor diesel, trocar arruelas de vedação e tampa de abastecimento de óleo lubrificante, estão com vazamento 8150997_7; 8159588_1
";A_MMT_;A;A_MM;1;MM;_;MATERIAL;33;1;205;Inversas;Não listado;Não programar;;;
165529660;Aprovisionamento;Preventiva Condicional;101519;BARRA;3420;John Deere CH670 2L Colhe;04/08/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar palheta do para-brisa, esta com desgaste.   8159325_1  

";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;93,04%;203;Inversas;Não listado;Não programar;;;
165530747;Aprovisionamento;Preventiva Condicional;4465161;BARRA;3420;John Deere CH570 1L Colhe;04/08/2025;"A_OT_P_MEC_4,00_2,00 - Inspeção realizada no sistema de rodante. Trocar jogo de roletes completo.        8060426_16   8061002_2

";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;95,24%;201;Inversas;Não listado;Programar;;;
165530748;Aprovisionamento;Preventiva Condicional;4465161;BARRA;3420;John Deere CH570 1L Colhe;04/08/2025;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de rodante. Trocar esteira rodante (COLOCAR UM PAR DE ESTEIRA NOVA)          3008178_2    3007163_2  
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;95,24%;201;Inversas;Não listado;Não programar;;;
165531163;Aprovisionamento;Preventiva Condicional;102246;BARRA;3460;John Deere 7M230 4x4;05/08/2025;"A_VZ_P_MEC_0,10_1 - Inspeção realizada no motor diesel - trocar tampa do bocal de abastecimento de oleo no motor, esta danificada e não veda direito 8106828_01 
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;100,00%;201;Inversas;Não listado;Não programar;;;
165531169;Liberado para Programação;Preventiva Condicional;102247;BARRA;3460;John Deere 7M230 4x4;05/08/2025;"A_SS_S_MEC_1_1,00 - Inspeção realizada no sistema de tração, reapertar porca do pino bola, está com folga CASO NÃO FOR POSSÍVEL REAPERTAR, REPORTAR PARA INSPEÇÃO 
";A_SS_S;A;A_SS;1;SS;S;SERVIÇO;33;98,91%;201;Inversas;Não listado;Não programar;;;
165531170;Liberado para Programação;Preventiva Condicional;102247;BARRA;3460;John Deere 7M230 4x4;05/08/2025;"M_VZ_P_MEC_2_16 - Inspeção realizada no motor, corrigir vazamento na junta de carter, NECESSÁRIO RECOLHER O EQUIPAMENTO
";M_VZ_P;M;M_VZ;2;VZ;P;SERVIÇO;33;98,91%;201;Inversas;Não listado;Não programar;;;
165529558;Aprovisionamento;Preventiva Condicional;61038;BARRA;3460;Case Puma 230 4x4;02/08/2025;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar purificador de ar, está quebrado e borracha de vedação da linha de vácuo do sistema de limpeza do purificador de ar ao escapamento, está quebrada 8150436_1; 8174443_2; 8162187_2; 8129943_1; 8165112_1  frente 203
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;100,00%;203;Preventiva;Não listado;Programar;;;
165519198;Aprovisionamento;Preventiva Condicional;100787;BARRA;3460;Case Puma 230 4x4;12/07/2025;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E  do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01; 8140288_2; 8119302_1  frente 206
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;93,15%;206;Preventiva;SEM DEVOLUTIVA;Programar;;;
165493897;Liberado para Programação;Preventiva Condicional;100811;BARRA;3460;Case Puma 230 4x4;24/05/2025;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema da cabine. Trocar os isoladores traseiros L/E e L/D. Estão ruins. 8023493_2. Material disponível na sala de Aprovisionamento 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;86,06%;207;Preventiva;Não listado;Ver e agir;;;
165493898;Aprovisionamento;Preventiva Condicional;100814;BARRA;3460;Case Puma 230 4x4;24/05/2025;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema comando. Trocar reparo do comando, esta vazando.      8130009_2   8037627_2        
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;90,03%;207;Inversas;Não listado;Não programar;;;
165501359;Aprovisionamento;Preventiva Condicional;98372;BARRA;3460;MB Axor3131 8x4 Trans.CCT;09/06/2025;"A_MT_P_MEC_0,15_1,00 - Inspeção realizada no sistema de admissão. Instalar valvula da carcaça do filtro de ar (mamica), esta faltando.    8047093_1

";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;94,69%;207;Inversas;Não listado;Não programar;;;
165501362;Liberado para Programação;Preventiva Condicional;98372;BARRA;3460;MB Axor3131 8x4 Trans.CCT;09/06/2025;"A_SS_S_MEC_1,00_1,00 - Inspeção realizada no sistema do kit multspuma. Corrigir multspuma, não esta funcionando, necessario desmontar e se caso precisar de alguma peça comunicar o gestor ou o inspetor para fazer o pedido da mesma.
";A_SS_S;A;A_SS;1;SS;S;SERVIÇO;33;94,69%;207;Inversas;Não listado;Não programar;;;
165514823;Aprovisionamento;Preventiva Condicional;100777;BARRA;3460;Case Puma 230 4x4;05/07/2025;"A_MT_P_MEC_1,_030 - Inspeção realizada no tanque diesel - Instalar mangueira e respiro do tanque diesel, esta danificado o respiro 8141532_01  8150161_01; 8179255_2 frente 203
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;98,75%;203;Inversas;SEM DEVOLUTIVA;Não programar;;;
165521111;Aprovisionamento;Preventiva Condicional;100761;DIA;3460;Case Puma 230 4x4;16/07/2025;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E  do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01; 8140288_2; 8119302_1  frente 262
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;92,71%;262;Preventiva;SEM DEVOLUTIVA;Programar;;;
165501504;Aprovisionamento;Preventiva Condicional;100816;BARRA;3460;Case Puma 230 4x4;09/06/2025;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de arrefecimento. Trocar radiador de agua, esta furado.      3007055_1
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;99,52%;207;Inversas;Não listado;Não programar;;;
165521183;Aprovisionamento;Preventiva Condicional;100826;DIA;3460;Case Puma 230 4x4;17/07/2025;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E  do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01; 8140288_2; 8119302_1  frente 262
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;0,9777;262;Preventiva;SEM DEVOLUTIVA;Programar;;;
165505239;Aprovisionamento;Preventiva Condicional;98372;BARRA;3460;MB Axor3131 8x4 Trans.CCT;17/06/2025;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar alavanca do freio motor, esta danificada.       8123181_1      F-207                  ENTREGAR PARA GANSINHO ELETRECISTA!!!
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;0,9469;207;Inversas;Não listado;Não programar;;;
