O.S;Frota;Modelo;Descrição da O.S
165488581;96694;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 -  REVISAR SISTEMA DE FREIO-  01_8165443, 01_8124159, 08_8040628, 08_8021119, 08_8039003, 04_8009179, 04_8009184, 04_8028896, 08_8028658, 18_8002787.
"
165488585;96694;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE TRANSMISSÃO -  02_6012516,04_8067152, 04_8006117
"
165488587;96694;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR IMPLEMENTO E SISTEMA HIDRAULICO -01_8090528, 08_8175317,08_6006720, 08_4010176
"
165488592;96694;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE MOTOR-  01_8091025, 01_8142104
"
165488787;131232;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
152562757;96604;Volkswagen 15-180 Worker;"A_OT_P_MEC_1_1,00 - Inspeção realizada na cabine, trocar peças do painel 8013686_1; 8161133_1; 8119112_1; 8071553_1; 8072947_1; 8109205_1; 8050706_2; 8022462_1; 8077710_1; 8085769_1; 8159138_1; 8043975_1
"
165493897;100811;Case Puma 230 4x4;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema da cabine. Trocar os isoladores traseiros L/E e L/D. Estão ruins. 8023493_2.
"
165494621;10802160;Case Puma 215 4x4 ;"E_Safra_4,00_2- Montar sistema grade frontal. 8144550_1; 8137066_1; 8137624_1; 8137609_1; 9137630_1; 8137622_3; 8137626_1

"
165495588;96584;Volkswagen 32.360 6x4;"A_OT_P_1,00_01 - Inspeção realizada sistema de cabine. Trocar amortecedor da grade dianteira (danificado). 02_8102347
"
165495589;96589;Volkswagen 32.360 6x4;"A_OT_P_1,00_01 - Inspeção realizada sistema de cabine. Trocar amortecedor da grade dianteira (danificado). 01_8102347

"
165495593;96590;Volkswagen 32.360 6x4;"A_OT_P_1,00_01 - Inspeção realizada sistema de cabine. Trocar amortecedor da grade dianteira (danificado). 01_8102347
"
152564402;102783;John Deere 8270R 4X4;"A_VZ_P_MEC_1_0,30 - Inspeção realizada no motor diesel, trocar tampa de abastecimento do lubrificante do motor, está com vazamento de lubrificante 8112084_1
"
165495865;102771;John Deere 8270R 4X4;"E_Safra_4,00_2- Montar  sistema do motor ( Trocar sapatas do varicool e correia).  8154303_3; 8153952_1; 8149855_4; 8149856_4; 2466627_1.

"
165501507;50923;Case Puma 230 4x4;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01M -  JEAN OFICINA 

"
152564639;4465161;John Deere CH570 1L Colhe;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no divisor de linha, trocar cilindros de elevação do divisor de linha L/D e L/E, está vazando no reparo 3008733_2 
"
165501865;360478;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE FREIO -  02_8151523, 02_8159928, 01_8142867, 01_8146845, 01_8143849, 01_8158932, 01_8158936, 01_8017432, 01_8017429, 04_8040041, 04_8039012, 04_8003483, 04_8003917.
"
165501832;360478;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE SUSPENSÃO-  02_8026632, 04_8022167,08_6011390, 02_8156708, 04_8139591, 08_6011693, 02_8139635, 01_8131761, 01_8095679, 01_8096334, 01_8124654, 01_8057976, 02_4018040, 02_8144340, 02_8144369, 01_8005932, 01_8012093, 01_8144298, 01_8023585, 02-8135759. 
"
152565016;11802274;Case Puma 215 4x4 ;"A_TR_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, colocar respiro no cubo LD estão com bico graxeiro.8138133_1 MATERAIL  SALA DE APROVISIONAMENTO MATERIARETIRADO DAVID BERNARDINO   ENTREGUE PARA LUCÃO 
"
165501867;360478;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE TRANSMISSÃO - 04_8082193, 02_8150468,02_8151237
"
165501866;360478;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
165501869;360478;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE MOTOR - 01_8175997, 01_8128240, 01_8143902
"
152565537;96958;Volvo FMX 540 6X4 CAV;"B_SS_P_MEC_2_16 - Inspeção realizada na cabine, trocar para-brisa da cabine, está com trinca, TRINCA NA REGIÃO CENTRAL DO PARA-BRISA, FORA DO RAIO DE VISÃO DO MOTORISTA. TRINCA COM 33MM.  CONFORME NORMA DA RESOLUÇÃO 960/2022   CONTRAN  PARA PERMISSÃO DE DIGIRIBILIDADE, É PERMITIDO A DIRIGIBILIDADE, TROCAR O PARA-BRISA EM PREVENTIVA 8178156_1;6004658_4  NECESSÁRIO AGUARDAR TEMPO DE  CURA DO ADESIVO
"
165501820;96376;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE MOTOR- 01_8175997, 01_8128240, 01_8143902.	
"
152566224;102772;John Deere 8270R 4X4;"A_OT_P_MEC_1_1,00 - Inspeção realizada no eixo dianteiro, trocar bujão dos cubos . 8079974_2  ; 8137165_2.  (P5)MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
152566225;102773;John Deere 8270R 4X4;"A_OT_P_MEC_1_1,00 - Inspeção realizada no eixo dianteiro, trocar bujão dos cubos . 8079974_2  ; 8137165_2. ENTREGAR EM MÃO DA MECÂNICA MARIA FERNANDA

"
152566228;72200;John Deere 8270R 4X4;"A_OT_P_MEC_1_1,00 - Inspeção realizada no eixo dianteiro, trocar bujão dos cubos . 8079974_2  ; 8137165_2. 
"
152566249;96691;Volkswagen 31.330 CRC 6x4;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema de combustivel, trocar tampa do tanque arla, está com vazamento 8118162_1
"
165501821;96376;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR IMPLEMENTO E SISTEMA HIDRAULICO
"
165501823;96376;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE TRANSMISSÃO -01_8155826, 02_8121614, 04_8082193
"
152566785;96485;Volkswagen 31.320 CNC 6x4;"A_OT_P_MEC_1_2,00 - Inspeção realizada no eixo traseiro, trocar tirante estabilizador do 1° eixo traseiro L/E, está com a bucha com fadiga 8108128_1
"
165501824;96376;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
152567249;96485;Volkswagen 31.320 CNC 6x4;"A_MT_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar silêncioso, está danificado 8099547_1(P5); 8068926_3(P5); 8068926_1(P5); (8118719_1falta chegar essa ponteira ); 8106160_1; 8088538_1(P5); 8068931_1(P5)
"
152567413;119952;M.B Axor 3344 Plataforma;"A_OT_P_MEC_2_6,00 - Inspeção realizada no eixo traseiro, trocar tampa e reparo do tandem traseiro LD, está com a tampa de proteção quebrada e entrando material abrasivo.8126951_1; 8098194_1; 8098218_1
"
152567422;96662;Volkswagen 31.320 CNC 6x4;"A_OT_P_MEC1_1,00 - Inspeção realizada no eixo traseiro, trocar tirante estabilizador LE do 1° eixo, está com folga 8108129_1
"
152567423;96662;Volkswagen 31.320 CNC 6x4;"A_OT_P_MEC_2_2,00 - Inspeção realizada sistema de cabine. Trocar coxim da cabine parte dianteira. (Danificado). 8101208_2; 8104124_2; 8101210_2
"
152567439;96660;Volkswagen 31.320 CNC 6x4;"A_OT_P_MEC_1_1,00 - Inspeção realizada no eixo dianteiro, trocar buchas da barra estabilizadora, está com folga 8009285_4; 8080239_2
"
152567444;96660;Volkswagen 31.320 CNC 6x4;"M_OT_P_MEC_1_2,00 - Inspeção realizada no eixo traseiro, trocar tirante do 1° eixo traseiro LD, está com folga 8108129_1
"
152567445;96660;Volkswagen 31.320 CNC 6x4;"A_OT_P_MEC_2_2,00 - Inspeção realizada sistema de cabine. Trocar coxim da cabine parte dianteira. (Danificado). 8101208_2; 8104124_2; 8101210_2

"
152567446;96660;Volkswagen 31.320 CNC 6x4;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, trocar buchas dos amortecedores da cabine, estão estourados 8121900_2; 8121901_2; 8121899_2
"
165501873;119930;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02- REVISAR SISTEMA DE FREIO - 08_8040628, 08_8021119, 08_8039003, 04_8009179, 04_8009184, 04_8028896, 08_8028658, 04_8003958, 01_8124159
"
165501830;96376;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE SUSPENSÃO - 02_8026632, 04_8022167,08_6011390, 02_8156708, 04_8139591, 08_6011693, 02_8139635, 01_8131761, 01_8095679, 01_8096334, 01_8124654, 01_8057976, 02_4018040, 02_8144340, 02_8144369, 01_8005932, 01_8012093, 01_8144298, 01_8023585, 02-8135759. 
"
165501872;119930;Volkswagen 31.330 CRC 6x4;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE SUSPENSÃO
"
152568572;96953;Volvo FMX 540 6X4 CAV;"A_OT_P_MEC_1_1 - Inspeção realizada no tanque hidráulico, trocar os coxins do tanque hidráulico, estão com fadíga 8192768_4
"
152568574;96954;Volvo FMX 540 6X4 CAV;"A_OT_P_MEC_1_1 - Inspeção realizada no tanque hidráulico, trocar os coxins do tanque hidráulico, estão com fadíga 8192768_4
"
152568579;96959;Volvo FMX 540 6X4 CAV;"A_OT_P_MEC_1_1 - Inspeção realizada no tanque hidráulico, trocar os coxins do tanque hidráulico, estão com fadíga 8192768_4
"
165501874;119930;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE - 01_8109677
"
152569151;96953;Volvo FMX 540 6X4 CAV;"A_SS_P_MEC_2_16 - Inspeção realizada na cabine, trocar para-brisa da cabine, está com fratura circular FRATURA NA ÁREA CRÍTICA DE VISÃO DO CONDUTOR. DUAS FRATURA CIRCULAR COM 20MM E 15MM DE DIAMETRO.  CONFORME NORMA DA RESOLUÇÃO 960/2022   CONTRAN  É NECESSÁRIO TROCAR O PARA-BRISA 8178156_1;6004658_4  NECESSÁRIO AGUARDAR TEMPO DE  CURA DO ADESIVO  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  RETIRADO NEVITON
"
165501826;96376;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE FREIO - 02_8151523, 02_8159928, 01_8142867, 01_8146845, 01_8143849, 01_8158932, 01_8158936, 01_8017432, 01_8017429, 04_8040041, 04_8039012, 04_8003483, 04_8003917.
"
152570311;96491;Volkswagen 26-220 6x4;"A_MT_P_MEC_1_1 - Inspeção realizada no sistema de arrefecimento, trocar a tampa do reservatório de arrefecimento, está rachada 8068180_1
"
152570951;96374;M.Benz Atego 2730K 6x4;"A_OT_P_MEC_1_2,00  - Inspeção realizada na suspenção dianteira, trocar buchas da barra estabilizadora, está gasta.8137450_2; 8138926_2; 8137449_2
"
165501876;119930;Volkswagen 31.330 CRC 6x4;" E_SAFRA_15,00_02 - REVISAR IMPLEMENTO E SISTEMA HIDRAULICO - 01_8159562
"
152571271;102770;John Deere 8270R 4X4;"A_OT_P_ELE_1,00_1 - Inspeção realizada no sistema eletrico - Trocar cabo da bateria negativo 8153320_01 e o cabo positivo 8167724_01 , quebrou o conector
"
165502052;131236;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE MOTOR - 01_8130429
"
165502053;131236;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR IMPLEMENTO E SISTEMA HIDRAULICO - 02_4016848
"
165502124;131236;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE TRANSMISSÃO
"
152572071;97769;MB Axor 3131 6x4 Comboio;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo traseiro, trocar buchas do sistema estabilizador traseiro, está com folga nas buchas. 8153663_2; 8089064_4 NECESSÁRIO PRENSAR AS BUCHAS;
"
165502127;131236;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE - 01_8118186, 01_8072962, 01_8116830, 01_8123759
"
152572913;97738;M.Benz Atego 1719;"A_MT_P_MEC_1_2,00 - Inspeção realizada no sistema de exaustão do motor, trocar flexivel do escapamento, está quebrado. 8193044_1; 8193043_2
"
165502144;96672;Volkswagen 31.280 CRM 6x4;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE FREIO - 08_8040628, 08_8021119, 08_8039003, 04_8009179, 04_8009184, 04_8028896, 08_8028658, 04_8003958, 01_8124159

"
165502146;96672;Volkswagen 31.280 CRM 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165502145;11802274;Case Puma 215 4x4 ;"A_OT_P_MEC_5,00_2- Inspeção realizada no sistema da direção. Trocar pinos e buchas do cilindro da direção L/E e L/D. 8032784_2; 8005198_4; 8044744_2; 8169841_2

"
152574417;98378;MB Axor3131 8x4 Trans.CCT;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar tampa de bateria, esta faltando.             8123166_1  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
165502147;96674;Volkswagen 31.280 CRM 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE MOTOR - 01_8131374
"
165502148;96674;Volkswagen 31.280 CRM 6x4;"E_SAFRA_15,00_02 - REVISAR IMPLEMENTO E SISTEMA HIDRAULICO - 01_8018277
"
165502149;96674;Volkswagen 31.280 CRM 6x4;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE TRANSMISSÃO
"
165502151;96674;Volkswagen 31.280 CRM 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
165502152;96674;Volkswagen 31.280 CRM 6x4;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE FREIO - 08_8040628, 08_8021119, 08_8039003, 04_8009179, 04_8009184, 04_8028896, 08_8028658, 04_8003958, 01_8124159
"
165502156;96696;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR IMPLEMENTO E SISTEMA HIDRAULICO - 01_8090528
"
165502158;96696;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE TRANSMISSÃO
"
165502159;96696;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE - 01_8109677, 01_8095964, 01_8123759
"
165502160;96696;Volkswagen 31.330 CRC 6x4;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE FREIO- 08_8040628, 08_8021119, 08_8039003, 04_8009179, 04_8009184, 04_8028896, 08_8028658, 04_8003958, 01_8124159
"
165502161;96696;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE SUSPENSÃO
"
165502168;96696;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165502181;74517;M.Benz Atego 2730K 6x4;"A_FR_P_3,00_01 - Inspeção realizada sistema de freio. Trocar lonas de freio da tração L/D (ruim) 04_8120693, 60_6012109
"
165502183;11802274;Case Puma 215 4x4 ;"A_OT_P_MEC_2,00_2- Inspeção realizada no sistema hidráulico. Trocar cabos das alavancas hidraulicas. 8130013_4; 8142930_4; 8142954_4; 8049513_1.

"
165503762;119952;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE SUSPENSÃO - 02_8153595, 02_8116823, 04_8116788
"
152579472;119952;M.B Axor 3344 Plataforma;"A_SS_P_MEC_4,00_2 - Inspeção realizada na suspenção - Trocar  tirante V do 2º e 3º eixo traseiro, esta apresentando instabilidade durante a condução do veiculo 8153595_02 
"
165503765;119952;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE FREIO
"
165503766;119952;M.B Axor 3344 Plataforma;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE - 01_8072962, 01_8116830, 02_8123759
"
165505780;98388;MB Axor3131 8x4 Trans.CCT;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no eixo traseiro, trocar retentor do pinhão do 2° diferrencial, está com vazamento 6012831	_1
"
156165904;7011578;John Deere 7225 J 4x4;"A_OT_P_MEC_1_0,30 - Inspeção realizada na cabine - trocar cilindro a gas da porta L/E, esta sem ação e não segura a porta aberta 8114774_01
"
156165918;7011578;John Deere 7225 J 4x4;"A_OT_S_MEC_8,00_1 - Inspeção realizada na cabine - Revisar coluna de direção, esta quebrada NECESSARIO DESMONTAR PARA PERITAGEM DE PEÇAS FALTANTES  8189998_01  8169063_01  8165174_01 8158826_03 8151547_01 8175196_01 8185867_01 8177147_01 8176961_01 8169039_01 8094936_02 8095002_01 8094882_02 8094964_01 8002357_01 
"
156165919;7011578;John Deere 7225 J 4x4;"M_OT_P_MEC_1,00_1 - Inspeção realizada na estrutura - Instalar tampa de proteção das baterias, esta sem a tampa 8115798_01 8148378_01  8130551_01  8149922_01
"
156165947;7011578;John Deere 7225 J 4x4;"A_OT_P_MEC_1,00_1 - Inspeção realizada no ar condicionado - Instalar tampa do filtro de ar condicionado externo da cabine, esta sem a tampa saturando o sistema do ar condicionado 8107541_01  8107110_01  8102457_01
"
165506066;100784;Case Puma 230 4x4;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de gabine. Colocar manivela na janela traseira, esta sem.                  8104625_1 - 
"
156167069;512042;Case Puma 200 4x4;"M_OT_P_MEC_2,00_2 - Inspeção realizada no sistema da cabine. Trocar os amortecedores traseiro da cabine L/E e L/D, esta estourado o reparo e durante o deslocamento impactando ergonomia do operador. 8138302_2
"
156167073;512042;Case Puma 200 4x4;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, abraçdeira da mangueira esta em atrito com a estrutra podendo danificar e ocorrer a entrada de terra 8189971_01
"
156167076;512042;Case Puma 200 4x4;"M_OT_P_ELE_2,00_1 - Inspeção realizado no sistema elétrico. Trocar farol dianteiro L/D  e L/E,  está trincado a lente e baixa luminosidade   8136258_1. 8139232_1
"
156167079;102784;John Deere 8270R 4X4;"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar mangote e abraçadeira da saida da turbina, esta com o mangote cortado pela braçadeira 8082916_01 8083222_02  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
156167082;102784;John Deere 8270R 4X4;"A_MT_P_MEC_2,00_01 - Inspeção realizada sistema de motor diesel. Trocar correia do compressor de ar, Correia do compressor de ar danificada.  8137310_01 
"
156167084;102784;John Deere 8270R 4X4;"A_TR_P_MEC_0,30_1 - Inspeção realizada no sistema hidraulico - Instalar braçadeira de bloco na tubulação hidraulica que alimenta os cilindro de direção, braçadeira vai proximo ao carcaça do filtro de ar externo lado esquerdo do trator abaixo da tampa do filtro, necessidade de trocar devido ao atrito gerado que esta danificando o tubo hidraulico 8153826_01
"
156167086;93185;John Deere 7230 J 4x4;"A_SS_P_MEC_1,00_2 - Inspeção realizada na estrutura - Trocar os amortecedores do capô. está sem ação e não para levantado para realizar manutenção no motor diesel 8184236_02
"
156167088;93185;John Deere 7230 J 4x4;"A_OT_P_MEC_1,00_2 - Inspeção realizada na cabine - Trocar juntas do parabrisa dianteiro, esta junta vai nas chapas laterais do vidro, diminuindo o impacto e vibrações  8153986_04  NECESSARIO ESCADA PLATAFORMA 4 DEGRAUS OU MAIS
"
156167091;7011581;John Deere 7225 J 4x4;"A_VZ_P_MEC_2,00_1 - Inspeção realizada no sistema hidraulico - Trocar kit reparo da 2º 3º 4º VCR, esta vazando oleo 8108702_03 8122029_01 8001527_01
"
156167093;7011581;John Deere 7225 J 4x4;"A_OT_P_MEC_1,00_2 - Inspeção realizada na cabine - Trocar juntas do parabrisa dianteiro, esta junta vai nas chapas laterais do vidro, diminuindo o impacto e vibrações  8153986_04  NECESSARIO ESCADA PLATAFORMA 4 DEGRAUS OU MAIS
"
156167098;7011581;John Deere 7225 J 4x4;"M_MT_P_MEC_2,00_2 - Inspeção realizada no motor diesel - trocar base e tubo de condução do fluido lubrificante do motor ao filtro lubrificante do motor, esta com vazamento de óleo e já foi colado porem não parou o vazamento 8151770_01 8128318_02 8124779_01
"
156167105;100772;Case Puma 230 4x4;"A_SG_P_2,00_1,00 - Inspeção realizada no sistema da cabine. Trocar os amortecedores traseiros L/E e L/D. Estão ruins. 8138302_2.Frente 202
"
156167282;117548;John Deere 3520 Colhedora;"A_MT_P_MEC_2,00_1 -   Inspeção realizada no sistema arrefecimento do motor.  trocar mangueira de entrada no radiador de aguá, esta com atrito com a estrutura do radiadiador 8057674_01  8112973_04  8100290_01
"
151985257;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_MEC_2_8,00  - Desmontar sistema de rodas e cubos
"
151985488;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_MEC_2_8,00  - Montar sistema de rodas e cubos

"
151985490;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_MEC_2_8,00 - Revisar suspenção, parafusos e molejo
"
151985492;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_ELE_1_8,00 - Revisar parte elétrica. Iluminação e fiação
"
151985494;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_SOL__8_1,00 - Revisar estrutura, trincos e solda.
"
151985496;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_MEC_2_8,00 - Desmontar freios
"
151985498;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_MEC_2_8,00 - Montar freios
"
151985499;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_MEC_2_8,00 - Desmontar sistema hidráulico
"
156168077;100818;Case Puma 230 4x4;"A_MT_P_2,00_2,00 - Inspeção realizada no sistema do motor. Trocar a caracaça do filtro de ar. Está quebrada. 8150436_1.MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
151985501;102921;Car.Tan Ap Vinh 22,5m³ ;"E_SAFRA_24/25_MEC_2_8,00 - Montar sistema hidráulico
"
156168235;98292;MB Axor3131 8x4 Trans.CCT;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar tampa de bateria, esta quebrada.             8123166_1  
"
156168243;98370;MB Axor3131 8x4 Trans.CCT;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    F-205         8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 

"
156168298;98292;MB Axor3131 8x4 Trans.CCT;"A_OT_P_2,00_2,00 - Inspeção realizada no sistema de direção. Trocar bucha do tirante L/D, esta danificada.      8122223_2           (NECESSARIO RECOLHER O EQUIPAMENTO  OU RETIRAR A BARRA DE DIREÇÃO E TRAZER PARA OFICINA FIXA PARA REALIZAR A PRENSAGEM, CONFIRMAR COM O GESTOR DA FRENTE )         
"
156168302;98370;MB Axor3131 8x4 Trans.CCT;"A_MT_P_1,00_1,00 - Inspeção realizada no sistema de motor. Trocar carcaça do filtro de ar completa, A tampa esta trincada , com risco de entrar terra no motor.                8188461_1.
"
